asin,category,query,name,product_category,instruction_text,attributes,goal_options,weight
B07CHV6G21,beauty,body care,"Juniper Ridge Desert Cedar Body Wash - Concentrated Organic Vegan Castile Soap - All Natural Ingredient Essential Oil Bath & Shower Gel - Paraben, Phthalate, Dye, Cruelty, & Perservative Free - 8oz",Beauty & Personal Care › Skin Care › Body › Cleansers › Body Washes,i need a 8 fluid ounce bottle of redwood mist body wash made from natural ingredients,['natural ingredients'],"['redwood mist', '8 fl oz (pack of 1)']",1
B09SCWP1GS,beauty,hair loss products,"Hairrebirth Herbal Spray, Herbalrevive Hair-Growth Essence Spray, Herbal Hair Growth Maximizer Spray, Anti-Hair Loss Spray for Prevent Postpartum Hair Loss Hairlines Herbal Hair Essence Spray (3PCS)",Beauty & Personal Care › Hair Care › Hair Loss Products › Hair Regrowth Treatments,i am looking for a 9 piece hair growth herbal spray,['hair growth'],['9pcs'],1
B0776TDH1V,beauty,mouthwash,"SmartMouth Clinical DDS Activated Mouthwash, Bad Breath and Bleeding Gums Support, 16 fl oz, 3 Pack",Beauty & Personal Care › Oral Care › Mouthwash,i need a 2 pack of smartmouth activated mouthwash for bad breath,['bad breath'],['2'],1
B00RHH51P8,garden,home office furniture sets,"DHP Manila Metal Framed Daybed with Trundle, Twin - White","Home & Kitchen › Furniture › Bedroom Furniture › Beds, Frames & Bases › Beds",show me twin sized  bronze colored day bed made in canopy bed style,['twin size'],"['bronze', 'twin', 'canopy bed']",1
B09NMFPJGN,garden,window coverings,Window Film Nighttime Privacy One Way Colorful Rainbow Gradient Lattice Window Coverings Film No Adhesive Dining Room,Home & Kitchen › Home Décor Products › Window Treatments › Window Stickers & Films › Window Films,i'm looking for colorful rainbow gradient lattice window coverings film,['dining room'],['960766437466963000'],1
B09KQF5YL1,electronics,lenses,"FeiCHy 3 Pack Screen Protector Designed for iPhone 13/13 Pro 6.1 Inch with 3 Pack Tempered Glass Camera Lens Protector, Ultra HD Full Screen Tempered Glass, 9H Hardness, Scratch Resistant, Easy Install(Blue, iphone 13 pro)","Cell Phones & Accessories › Accessories › Maintenance, Upkeep & Repairs › Screen Protectors",i need a tempered glass screen protector for my iphone 13 pro. it should be easy to install,"['easy install', 'tempered glass']",['iphone 13 pro'],1
B09Q3KFFTL,fashion,men's henleys,NOLDARES Men's Shirts Short Sleeve Slim Fit Comfy 3D Full Printed Round Neck Tee Shirts Quick Dry Fashion Mens T-Shirts,Sports & Outdoors › Sports & Outdoor Recreation Accessories › Ball Storage,i am looking for a gray shirt that is xx-large and has a slim fit,['slim fit'],"['gray', 'xx-large']",1
B0972P4GJP,electronics,surround sound systems,"IYUNDUN Portable Wireless Bluetooth Speaker, 3D Stereo Sound System,Surround Sound,10H Playtime, for Home,Outdoor (Color : Blue)",Electronics › Portable Audio & Video › Portable Speakers & Docks › Portable Bluetooth Speakers,i want to find a black portable bluetooth speaker with stereo sound,['stereo sound'],['black'],1
B07ZHRC8SJ,grocery,meat & seafood,"Hunter Pork & Beef Sticks, Narturally Smoked Kabanosy 4.8 lb | 77 oz",Grocery & Gourmet Food › Frozen › Meats › Sausage & Bacon,i would like some sausage and bacon that is fully cooked,['fully cooked'],[],1
B0841QLKFN,beauty,sets fragrance,Aljazeera 12mL | Artisanal Hand Crafted Perfume Oil Fragrance for Women and for Men | Traditional Attar Style Cologne | by Perfumer Swiss Arabian Oud | Gift/Party Favor | Body Oil,Beauty & Personal Care › Fragrance › Men's › Eau de Parfum,i would like a women's vesper perfume in a travel size bottle,['travel size'],"['vesper ♀♂', 'women']",1
B001EWEP04,beauty,deodorants & antiperspirants,"Mitchum Advanced Gel Anti-Perspirant & Deodorant, Mountain Air, 3.4 Ounce (Pack of 4)",Beauty & Personal Care › Personal Care › Deodorants & Antiperspirants › Antiperspirant Deodorant,buy me some antiperspirant. make sure it's clinically proven,"['anti perspirant', 'clinically proven']",[],1
B082VQPQFT,electronics,hdmi cables,"BaseAV Hi-Speed 4K HDMI Cable for Sceptre E325BD-S 32-Inch TV Certified for 2.0, 18Gbps, UHD, 2160p + More (3 Feet)",Electronics › Accessories & Supplies › Audio & Video Accessories › Cables & Interconnects › Video Cables › HDMI Cables,i am looking a heavy duty hdmi vedio cable size: 6-feet,['heavy duty'],['6-foot'],1
B07FXVCZMC,electronics,satellite television,"READY TO INSTALL - DIRECTV 4K Slimline SWM3 Ultra HD Satellite Dish Package w/UHD Digital Reverse Band RB SWM3 LNB, Low Profile Short Mast, RG6 Coaxial Cable",Electronics › Accessories & Supplies › Audio & Video Accessories,"looking for a ultra hd satellite, swmdish long mast, 4 piece",['ultra hd'],"['swmdish long mast', '4 piece']",1
B01L9JSCR8,beauty,lip care,Kiss Me Honey USDA Organic Cane Sugar Lip Scrub – All Natural and Cruelty Free Exfoliating Polish Lip Care - Mint 2.5oz,Beauty & Personal Care › Skin Care › Lip Care › Scrubs,i'm interested in certified organic lip scrub to remove dead skin made from natural ingredients and must be cruelty-free,"['cruelty free', 'certified organic', 'natural ingredients', 'dead skin']",[],1
B08N4GNPRP,garden,throw blankets,"Cactus Themed Fleece Throw Blanket for Couch Bed Sofa Succulents Plant Pattern Sherpa Blanket Decorative Chic Green Botanical Unique Warm Blanket Women Adults Soft Fuzzy Blanket Queen 90""x90""",Home & Kitchen › Bedding › Blankets & Throws › Throws,i am looking for soft fuzzy blanket super soft in multi 49,['super soft'],['multi 49'],1
B00BIM3JLQ,fashion,men's loafers & slip-ons,Dunham Men's REVchase Slip-On,"Clothing, Shoes & Jewelry › Men › Shoes › Loafers & Slip-Ons",i want black dunham men's revchase slip-ons with memory foam,['memory foam'],['black'],1
B07ZK5QW3P,garden,window coverings,"Libaoge Room Darkening Window Curtain, Hand Drawn Love Heart Shape Black and White Thermal Insulated Modern Window Covering Soundproof Drape Panel for Patio Door - 52 inch Wide by 96 inch Length",Home & Kitchen › Home Décor Products › Window Treatments › Curtains & Drapes › Panels,"i'm looking for a machine washable window curtains for living room. also choose 52""w by 90""l and lace4lbg0839 designed one","['machine washable', 'living room']","['lace4lbg0839', '52"" w by 90"" l']",1
B09FVY55TZ,beauty,lips makeup,"HAN Skincare Cosmetics Clean Concealer, Fair Light | With Organic Shea Butter, Vit E, Rosehip | 0.32 oz",Beauty & Personal Care › Makeup › Face › Concealers & Neutralizers,"i'm looking for a non-toxic concealer than contains argan oil, with rich color","['non toxic', 'argan oil']",['rich'],1
B013WHJDGY,grocery,milks & creams,"Muscle Milk Original Protein Shake, Cookies 'N Crème, 34g Protein, 17 FL OZ (Pack of 12)","Grocery & Gourmet Food › Beverages › Bottled Beverages, Water & Drink Mixes › Meal Replacement & Protein Drinks › Protein Drinks",i am looking for gluten free banana flavored original protein shake,['gluten free'],['banana'],1
B001FXPNY4,grocery,breakfast foods,"Kay's Naturals Protein Breakfast Cereal, Honey Almond, 9.5 Ounce (Pack of 6)",Grocery & Gourmet Food › Breakfast Foods › Cereals,i would like a high protein cereal that is honey almond,['high protein'],['protein breakfast cereal - honey almond'],1
B01GQ5WNC0,grocery,pantry staples,"Quaker Chewy Granola Bars, 3 Flavor Variety Pack,58 Count (Pack of 1)",Grocery & Gourmet Food › Snacks & Sweets › Snack Foods › Bars › Granola,i am looking for quaker chewy granola bars that are individually wrapped,['individually wrapped'],[],1
B08VNG4HJ6,electronics,mac,"SUHSAI External Hard Drive 500GB, USB 2.0 Portable Hardrive, Slim Plug and Play Backup HDD for PC, MAC, Laptop, Computer, Smart TV, Game Storage (White)",Electronics › Computers & Accessories › Data Storage › External Hard Drives,i'm looking for capacity in white plug play  it was need to buy it,['plug play'],['white'],1
B083ZLXJKW,beauty,body care,"The Body Shop, Hydrating and Protecting Shower Oil, Hemp, 8.4 Fl Oz",Beauty & Personal Care › Skin Care › Body › Cleansers › Body Washes,i need hemp shower oil for dry skin,['dry skin'],[],1
B08H56VYJC,electronics,signal boosters,WeGuard AC/DC Adapter for zBoost zBOOST ZB645 ZB645SL ZB645SL-CM SOHO Premium Dual-Band Cell Phone Signal Booster Power Supply Cord Cable PS Wall Home Charger Mains PSU,Electronics › Power Accessories › AC Adapters,i would like a dual band ac adapter,['dual band'],[],1
B09FTZMG9Y,fashion,"women's coats, jackets & vests",Womens Fleece Solid Color Vest Jacket Coats Sleeveless Lapel Furry Waistcoat Thicken Loose Windproof Vests Outertwear,"Clothing, Shoes & Jewelry › Women › Clothing › Coats, Jackets & Vests › Vests",i would like a large black faux fur vest,['faux fur'],"['$07 black', 'large']",1
B083TJJDJW,grocery,non-dairy milks,"No Whey Foods - Large Chocolate PeaNot Butter Cups (4 Pack) - Peanut Free, Nut Free, Dairy Free, Soy Free, Vegan, Gluten Free",Grocery & Gourmet Food › Snacks & Sweets › Chocolate › Candy & Chocolate Bars,i need no artificial color chocolate for 10  pocket,['artificial colors'],[],1
B094DKJ6ZS,fashion,men's loafers & slip-ons,Sperry Striper II CVO Hemp,"Clothing, Shoes & Jewelry › Men › Shoes › Fashion Sneakers",i am looking for a blue rubber outsole sneaker for men,['rubber outsole'],['blue'],1
B000C20ZSS,beauty,women's fragrance,Bvlgari Blv By Bvlgari For Women. Eau De Parfum Spray 2.5 Ounces,Beauty & Personal Care › Fragrance › Women's › Eau de Parfum,i want a high quality bvlgari blv by bvlgari for women perfume,['high quality'],[],1
B09P8F6J2T,beauty,styling tools & appliances,"ACTMB 4 Pcs Hair Braiding Tools for Beginners - Hair Threader Hair Loop, Automatic Hair Braider Kits Hair Styling Tool & Appliances(light pink)",Beauty & Personal Care › Hair Care › Styling Tools & Appliances › Hair Rollers,i am looking for easy to use hair rollers in pink,['easy use'],['pink'],1
B09D8T75XX,grocery,seaweed snacks,Ocean's Halo Trayless Seaweed Snacks (Sea Salt) 1 case of 20 Units - No Plastic Tray,Grocery & Gourmet Food › Snacks & Sweets › Snack Foods › Seaweed Snacks,i am looking for non gmo ocean's halo seaweed snacks. 1 case of 20 units,['non gmo'],[],1
B09KRBSG36,grocery,toothpicks,"Jinxiao 10Pcs Snowflake Cupcake Topper,Glitter Xmas Snowflake Cake Toppers Toothpicks Winter Dessert Picks for Birthday Xmas Party Decor(Glitter Rose red)","Grocery & Gourmet Food › Pantry Staples › Cooking & Baking › Frosting, Icing & Decorations › Cupcake Toppers",i want pearl white cake toppers for a birthday party,['birthday party'],['pearl white'],1
B07MS8XZPH,fashion,women's sandals,CAMEL CROWN Waterproof Hiking Sandals Women Arch Support Sport Sandals Comfortable Walking Water Sandals for Beach Travel Athletic,"Clothing, Shoes & Jewelry › Women › Shoes › Athletic › Sport Sandals & Slides","i need an anti slip pair of sandals with arch support. pick something in purple, grey or green","['anti slip', 'arch support']",['purple grey green'],1
B0008EOGE4,fashion,men's jeans,Lee Men's Regular Fit Straight Leg Jeans,"Clothing, Shoes & Jewelry › Men › Clothing › Jeans","i'm looking for a pair of straight leg jeans with a button closure that comes in the ""silo"" color. i need them with a forty inch waist and a twenty nine inch length","['straight leg', 'button closure']","['silo', '40w x 29l']",1
B07SHWM3BX,fashion,men's athletic shoes,adidas Men's Tech Response Golf Shoes,"Clothing, Shoes & Jewelry › Men › Shoes › Athletic › Golf",i'm looking for tech response shoes by adidas in black size 11 for day comfort,['day comfort'],"['black', '11', 'tech response golf shoes']",1
B09J2N4KMC,electronics,headphones,"NAUTICA T400 True Wireless Earbuds, Bluetooth v5.1 TWS in-Ear Earphones with Built-in Mic, Wireless Bluetooth Earbuds with Charging case Touch Control, Ergonomic Design Sweat-Proof USB-C (Nude)",Electronics › Headphones › Earbud Headphones,i need a black wireless earbuds bluetooth,['wireless bluetooth'],['black'],1
B09QQ16D9H,beauty,children's dental care,"U-Shaped Kids Toothbrush, Manual Training Tooth Brush with Soft Silicone Brush Head, 360° Manual Toothbrush Oral Cleaning Tools for Children, Whitening Massage Toothbrush Whole Mouth",Beauty & Personal Care › Oral Care › Toothbrushes & Accessories › Manual Toothbrushes,i need to find an easy to use toothbrush for a seven year old. look for a yellow one,['easy use'],"['yellow#2', '7-14 year old']",1
B09R9Z116W,fashion,women's loafers & slip-ons,Masbird Sandals for Women Dressy Peep Toe Stiletto Pumps Ankle Strap Thin Wedding Party Ladies Heel Sandals,Sports & Outdoors › Fan Shop › Footwear › Sandals,i want black masbird closed toe sandals for women,['closed toe'],['black'],1
B08T6B1KNH,electronics,sim cards & prepaid minutes,"Unlocked Rugged Phone DOOGEE S96 Pro (8GB+128GB) Android 10 G90 Octa-core IP68 Phone, 48MP Rear Camera + 20MP Night Vision Camera, 6.22"" HD+ 6350mAh Battery Global Dual 4G Rugged Cell Phone -Orange",Cell Phones & Accessories › Cell Phones,i am looking for s96 pro black android 10  octa-core ip68 fast charging phone,['fast charging'],['s96 pro black'],1
B07J2NP9D9,garden,bedroom sets,"ZINUS GOOD DESIGN Award Winner Suzanne 14 Inch Metal and Wood Platforma Bed Frame / No Box Spring Needed / Wood Slat Suport, Brown, Queen","Home & Kitchen › Furniture › Bedroom Furniture › Beds, Frames & Bases › Beds",i would like a 6 inch full size brown bed with a steel frame,['steel frame'],"['brown', 'full', '6 inch']",1
B08223P86V,fashion,men's jackets & coats,Flygo Men's Winter Warm Mountain Waterproof Fleece Ski Snow Coats Windproof Rain Jacket Outwear,"Clothing, Shoes & Jewelry › Men › Clothing › Jackets & Coats › Lightweight Jackets › Windbreakers",i would like a medium sized blue windbreaker to keep me warm in the winter,['winter warm'],"['blue', 'medium']",1
B07TYS4TCR,beauty,"foot, hand & nail care","6 Pack Handle Grip Nail Cleaning Brush, Qeedy Fingernail Brush Cleaner Scrub Brush Kit for Toes Shower and Women & Men & Kids (Color A)","Beauty & Personal Care › Foot, Hand & Nail Care › Tools & Accessories › Nail Cleaning Brushes",i am looking for high quality nail cleaning brush. please choose color b ,['high quality'],['color b'],1
B09HZRJNJJ,fashion,women's dresses,Women Elegant Formal Dress Deep V-Neck Bustier Push Up Sexy High Slip Bodycon Cocktail Banquet Midi Corset Satin Dress,,"i'm looking for a slim fit , high waist women formal dress made of light weight good quality polyester material. also, choose medium size red colored one","['light weight', 'slim fit', 'quality polyester', 'high waist']","['a-red', 'medium']",1
B09N98D1KN,beauty,hair treatment oils,"Saksraar Ginger Prevent Hair Loss Essential Oil, Ginger Germinal Oil, Ginger Hair Growth Serum, Biotin Hair Growth Serum, Essential Oils for Hair Growth and Thickness (1PC)",Beauty & Personal Care › Hair Care › Hair Loss Products › Hair Regrowth Treatments,i am looking for an easy to use three piece set of hair growth treatment that works on damaged hair,"['easy use', 'damaged hair']",['3pcs'],1
B06Y4585VQ,garden,baskets and storage,"mDesign Metal Over Door Ironing Board Holder with Large Storage Basket - Holds Iron, Board, Spray Bottles, Starch, Fabric Refresher - for Laundry, Utility Room, Garage - White",Home & Kitchen › Irons & Steamers › Ironing Accessories,i want a ready to use storage basket that saves space. pick a large bronze colored one,"['space saving', 'ready use']",['bronze'],1
B09M41RMB2,beauty,face care,"Ice Roller for Face and Eyes, Ice Facial Roller Facial Beauty Ice Molder Skin Care Tools Silicone Ice Care Ice Tray Mold Roller Valentines Day Gifts(Pink)",Beauty & Personal Care › Skin Care › Face › Sets & Kits,i would like a high quality blue face kit to help with fine lines and wrinkles,"['high quality', 'fine lines']",['blue'],1
B08Y79GX45,garden,wall art,ZENDA Pablo Picasso Wall Art Picasso Guernica Painting Wrapped Canvas Art for Bedroom Livingroom Decoration Ready to Hang,Home & Kitchen › Wall Art › Posters & Prints,"i'm looking for a night fishing wall art picasso for living room in size 31""x24""",['living room'],"['night fishing', '31""w x 24""h']",1
B08SCGJKVW,grocery,grocery cookies,"Annie's Cocoa and Vanilla Bunny Cookies, Gluten Free, 6.75 oz (Pack of 7)",Grocery & Gourmet Food › Breads & Bakery › Cookies › Chocolate,i'm looking for a pack of gluten free cocoa vanilla bunny-shaped cookies,['gluten free'],[],1
B09SGZ536L,fashion,men's henleys,Men's Short Sleeve Golf Polo Shirts Moisture Wicking Striped Contrast Color Patchwork Golf Henley Shirts with Pocket,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Tank Tops",i would like a slim fit khaki tank top that is in a size medium,['slim fit'],"['khaki', 'medium']",1
B091JGLW4G,grocery,milks & creams,"T SECRETEA Oolong Tea Bags, Taiwan Jinxuan 100% Organic, Hand Crafted, Poweful Antioxidant And Biodegradable Hot And Ice oolong Tea, 40 Count Unwrapped Sachets","Grocery & Gourmet Food › Beverages › Coffee, Tea & Cocoa › Tea › Oolong",i need an usda organic jinxuan oolong tea bag that is hand crafted,"['usda organic', 'hand crafted']",['jinxuan oolong'],1
B082HT2BKV,grocery,toothpicks,FUNZZY Birthday Cake Toppers Creative Happy Birthday Letter Cupcake Picks Clothes Galasses Cake Decor Party Supplies for Kids Birthday 60 Pcs,"Grocery & Gourmet Food › Pantry Staples › Cooking & Baking › Frosting, Icing & Decorations › Cupcake Toppers",i am looking for creative cupcake toppers for a kids birthday cake,['birthday cake'],[],1
B09Q2ZB3CF,fashion,women's loafers & slip-ons,Sloth Floral Women's Slip on Canvas Non Slip Shoes for Women Skate Sneakers (Slip-On),"Clothing, Shoes & Jewelry › Women › Shoes › Fashion Sneakers",i want sloth floral women's slip on canvas non slip shoes in size 8.5,['non slip'],['8.5'],1
B099KD34N9,beauty,shave & hair removal,"Beard Care Set, For Personal Care Beard Tool, Beard 6Pcs / Set Mens Beard Health(6Pcs/Set) Shave & Hair Removal",Beauty & Personal Care › Shave & Hair Removal › Men's › Beard & Mustache Care › Beard Conditioners & Oils,i'm looking for natural ingredients for hair removal,"['natural ingredients', 'hair removal']",[],1
B08PL59YNK,garden,bedroom sets,"Franco Kids Bedding Soft Comforter and Sheet Set with Sham, 7 Piece Full Size, Paw Patrol",Home & Kitchen › Bedding › Kids' Bedding › Comforters & Sets › Comforter Sets,i want a long lasting comforter that is super soft and paw patrol colored,"['super soft', 'long lasting']",['paw patrol'],1
B08H5T5T3V,beauty,hair treatment oils,"HASK HEMP SEED OIL Deep Conditioner Treatments for all hair types, color safe, gluten free, sulfate free, paraben free - Pack of 2",Beauty & Personal Care › Hair Care › Shampoo & Conditioner › Deep Conditioners,"i want hask hemp seed oil deep conditioner treatments for all hair types, it should be sulfate free and have a tea tree scent",['sulfate free'],['tea tree'],1
B00XK9CN3U,garden,furniture sets,"Utopia Bedding Flat Sheets - Pack of 6 - Soft Brushed Microfiber Fabric - Shrinkage & Fade Resistant Top Sheets - Easy Care (Twin, White)",Home & Kitchen › Bedding › Sheets & Pillowcases › Flat Sheets,i am looking for a flat sheet for a twin size bed. also choose navy color,['twin size'],['navy'],1
B09CTBHCTM,garden,file cabinets,"HESASDG 39"" Office File Cabinet: 2 Drawer and Lateral Mobile Wheels with Open Storage Shelves Printer Stand for Home Office Weight Capacity 150 LBS","Office Products › Office Furniture & Lighting › Cabinets, Racks & Shelves › File Cabinets › Lateral File Cabinets",i'm looking for an office file cabinet that's easy to assemble and has a lot of shelves for storage space,"['easy assemble', 'storage space']",[],1
B09PKY9Q6R,beauty,bathing accessories,Turban Long Hair Head Scarf Tied Head Scarves Slip On Beanies Chemo Covers Cap for Women(2#),Beauty & Personal Care › Personal Care › Bath & Bathing Accessories › Bathing Accessories › Shower Caps,i'm looking for a natural hair cap to hide my hair loss,"['natural hair', 'hair loss']",[],1
B09KLN71KJ,electronics,bluetooth headsets,Wireless Earbuds Bluetooth Headphones Touch Control with Wireless Charging Case Waterproof Stereo Earphones in-Ear Built-in Mic Headset Premium Deep Bass Bluetooth Headset for Home Office (F2),Electronics › Headphones › Earbud Headphones,i am looking for wireless bluetooth headphones with touch control and a wireless charging case,['wireless charging'],[],1
B08MDT98GD,garden,baker's racks,GUONING-L Rack Kitchen Baker’s Rack Microwave Oven Stand Utility Shelf Storage Spice Workstation Organizer With 2-Tier Shelf And Cabinet Kitchen Or Dining Room Furniture Multifunctional Kitchen,Home & Kitchen › Furniture › Kitchen Furniture › Baker's Racks › Standing Baker's Racks,i would like a bakers rack for my dining room,['dining room'],[],1
B07R9M1GJM,fashion,women's pants,"BUBBLELIME 29""/31""/33""/35""/37"" 3 Styles Women's High Waist Bootcut Yoga Pants Basic/Out Pockets Workout Tummy Control Flare","Clothing, Shoes & Jewelry › Sport Specific Clothing › Yoga › Women › Pants",i would like a large heather gray pair of high waisted yoga pants,['high waist'],"['basic cotton_heathergray(1)', 'large | 37"" inseam']",1
B0769XY12N,beauty,body care,"Ethique Creme Body Wash Bar for Sensitive Skin - Coconut Butter, Cleansing Clay, Vegan, Plastic Free, Eco-Friendly, Compostable, Recyclable - Sweet Orange & Vanilla, 3.88oz (Pack of 1)",Beauty & Personal Care › Skin Care › Body › Cleansers › Soaps,i am looking for 3.88 ounce body wash bar for sensitive skin,['sensitive skin'],['3.88 ounce (pack of 1)'],1
B08B3ML761,beauty,makeup remover,I'M MEME I'M Mystery Flash Tint | Highly Pigmented Lip Tint | 007 Mystery Rose Ade | K-Beauty | Vegan,Beauty & Personal Care › Makeup › Lips › Lip Stains,i want an apple punch highly pigmented lip tint,['highly pigmented'],['002 apple punch'],1
B08V5JQV3W,electronics,clock radios,CHBC Multifunction Dual Alarm Clock Wireless Bluetooth Speaker with LED Display Screen Music Player (Grey),Electronics › Home Audio › Compact Radios & Stereos › Clock Radios,"i'm looking for wireless bluetooth clock radios. also, choose the grey one",['wireless bluetooth'],['gray'],1
B019WYQM9M,beauty,hair treatment oils,"Laritelle Organic Hair Loss Treatment for Men and Women | Fortifying, Strengthening and Follicle Rejuvenating | Stops Hair Shedding, Promotes New Hair Growth | GMO-free. Vegan | 4 oz",Beauty & Personal Care › Hair Care › Hair Loss Products › Hair Regrowth Treatments,i want a herbal magic hair loss treatment for promoting hair growth. make sure that it is non-toxic,"['non toxic', 'hair loss']",['herbal magic'],1
B091G2R6MH,beauty,shampoo & conditioner,"L'Oreal Paris EverPure Moisture Sulfate Free Shampoo and Conditioner with Rosemary Botanical, for Dry Hair, Color Treated Hair, 1 kit",Beauty & Personal Care › Hair Care › Shampoo & Conditioner › Shampoo & Conditioner Sets,i am interested in a shampoo set that is paraben free and comes in a pack of two,['paraben free'],['28 fl oz (pack of 2)'],1
B005VP1WA6,grocery,granola & nutrition bars,"Rise Energy Plus Bar, Almond Honey, 2.1 Ounce (Pack of 12)",Grocery & Gourmet Food › Snacks & Sweets › Snack Foods › Bars › High Protein,i want a gluten free and blueberry coconut rise energy plus bar,['gluten free'],['blueberry coconut'],1
B00JKK43AO,grocery,pantry staples,"Traditional Medicinals Organic Nettle Herbal Leaf Tea, Green, 16 Count, Pack of 6","Grocery & Gourmet Food › Beverages › Coffee, Tea & Cocoa › Tea › Herbal",i am looking for caffeine free herbal leaf tea having hibiscus flavor,['caffeine free'],['hibiscus'],1
B005GP9ECE,fashion,men's sandals,Billabong Men's Offshore Impact Sandal Flip-Flop,"Clothing, Shoes & Jewelry › Men › Shoes › Sandals",i m looking for a 8 no. vinyl acetate man's sandals,['vinyl acetate'],['8'],1
B01BY04QIG,electronics,signal boosters,"100ft (30.4M) High Speed HDMI Cable Male to Male with Ethernet Black (100 Feet/30.4 Meters) Built-in Signal Booster, Supports 4K 30Hz, 3D, 1080p and Audio Return CNE570723",Electronics › Accessories & Supplies › Audio & Video Accessories › Cables & Interconnects › Video Cables › HDMI Cables,i would like ten 100 ft long gold plated hdmi male male cable,['gold plated'],"['hdmi male-male', '10 pack', '100ft']",1
B09C2Z9BM5,fashion,men's outdoor shoes,"Male And Female Diving Shoes Light Snorkeling Swimming Upstream Shoes Beach Shoes Swimming Shoes, Non-slip Water, Mother Socks, Coral Socks Water Shoes For Women Mens Water Shoes Outdoor beach shoes","Clothing, Shoes & Jewelry › Women › Shoes › Athletic › Water Shoes",i want x-large unisex rubber sole diving shoes,['rubber sole'],['x-large'],1
B08NDPZBLK,garden,vanities,Dolonm Velvet Accent Chair Modern Tufted Button Wingback Vanity Chair with Arms Upholstered Tall Back Desk Chair with Solid Wood Legs for Living Room Bedroom Waiting Room(Dusty Pink),Home & Kitchen › Furniture › Living Room Furniture › Chairs,i am looking for solid wood chairs in a dusty pink color,['solid wood'],['dusty pink'],1
B09PMFB9LH,grocery,seaweed snacks,"Dried Strawberry Chips, 3 PACK [ 100% Real Freeze Dried Fruits ] Korean Fruit Snack, Healthy Vegan Snacks for Kids [ Jeollanamdo Foods ]",Grocery & Gourmet Food › Produce › Dried Fruits & Vegetables,i am looking for a freeze dried pear chips and should contain real fruit,"['freeze dried', 'real fruit']",['pear'],1
B07KLPML72,beauty,refillable containers,"Youngever 12 Pack Empty Amber Glass Spray Bottles, 6 Pack 4 Ounce and 6 Pack 2 Ounce Refillable Containers for Essential Oils, Cleaning Products, Durable Black Trigger Sprayer Fine Mist and Stream",Beauty & Personal Care › Tools & Accessories › Bags & Cases,i am interested in a non toxic beauty bag,['non toxic'],[],1
B09PDPSL8F,beauty,hair loss products,FEIPRO 100% Real Remy Human Hair Clip in Hair Extensions Short Straight Thick Double Weft One Piece Hair Pieces for Thinning Hair Invisible Hairpin Increase Women Men Hair Volume 12Inch#6 Light Brown,"Beauty & Personal Care › Hair Care › Hair Extensions, Wigs & Accessories › Hairpieces",i need 10 inch hair extensions that are a medium brown,['hair extensions'],"['#p4 | 27 medium brown | dark blonde', '10 inch (pack of 1)']",1
B081TH6VJ4,beauty,makeup palettes,"Lay-n-Go Cosmo Drawstring Makeup Organizer Cosmetic & Toiletry Bag for Travel, and Daily Use with a Durable Patented Design, 20 inch, Rings (Black/White)",Beauty & Personal Care › Tools & Accessories › Bags & Cases › Cosmetic Bags,i need a 13 inch water resistant cosmetic bag,['water resistant'],['13 inch'],1
B07R3SP4BM,electronics,binoculars & scopes,"Phone Skope Complete Digiscoping Kit, Compatible with iPhones OR Samsung, Includes PhoneCase + Eyepiece Adapter + Lens Cloth",Sports & Outdoors › Hunting & Fishing › Shooting › Optics › Spotting Scopes,i want to buy a vortex razor hd spotting scope for iphone 12 pro max that has a carrying case,['carrying case'],"['iphone 12 pro max', 'vortex razor hd | ultra hd gen 1&2 spottin...']",1
B07M9YKV87,fashion,women's sandals,Women's Jelly Sandals T-Strap Slingback Flats Clear Summer Beach Rain Shoes,"Clothing, Shoes & Jewelry › Women › Shoes › Sandals › Flats",i am looking for slimpointoe red color anti slip flat sandal,['anti slip'],['slimpointoe red'],1
B00TAM6FNU,beauty,body makeup,"NATUREWELL Extra Virgin Coconut Oil Moisturizing Cream for Face, Body, and Hands, Lightweight, Intense Hydration to Maintain Softer, Smoother, & Suppler Skin, 16 Oz",Beauty & Personal Care › Skin Care › Body › Moisturizers › Creams,i would like some cruelty free moisturizer that is in a vanilla shimmer scent and comes in five tubes,['cruelty free'],"['vanilla shimmer', '5 tubes (2 ounce each)']",1
B07WLS7V2C,fashion,men's outdoor shoes,Winter Leisure Snow Shoes Men and Women Warm Shoes Plus Velvet Cotton Shoes Outdoor Sports Waterproof Cold-Proof and Skid-Pro of Shoes,"Clothing, Shoes & Jewelry › Men › Shoes › Outdoor › Snow Boots",i would like anti slip boots that are navy,['anti slip'],['navy blue'],1
B07MMTQYGL,electronics,speaker,"Aduro AquaSound WSP20 Shower Speaker, Portable Waterproof Wireless Bluetooth Speaker (Galaxy)",Electronics › Portable Audio & Video › Portable Speakers & Docks › Portable Bluetooth Speakers,"i am looking for a color: blue zebra water resistant , wireless bluetooth for portable bluetooth speakers","['water resistant', 'wireless bluetooth']",['blue zebra'],1
B07NFDBYQQ,grocery,snack food gifts,"Patchi No Added Sugaar Dark Chocolate Bar (1.76 Oz) - Fewer Calories, Keto Friendly Chocolate Gift Box - All Premium Natural Ingredients",Grocery & Gourmet Food › Snacks & Sweets › Candy & Chocolate › Candy & Chocolate Gifts,i am looking for keto friendly chocolate bar containing crunchy almonds of 1.76 oz,['keto friendly'],['crunchy almonds (1.76 oz)'],1
